Year,Month,Day,Hour,Minuete,Second,Humidity,Temperature,voc,pm2_5_alt
2024,7,2,0,20,0,28.6,91.1,451.86,1.8
2024,7,2,0,30,0,28.1,90.9,445.716,1.7
2024,7,2,0,40,0,28.4,90.6,436.344,1.6
2024,7,2,0,50,0,28.5,90.5,431.196,1.8
2024,7,2,1,0,0,28.5,90.5,425.578,1.9
2024,7,2,1,10,0,28.5,90.2,432.518,2.2
2024,7,2,1,20,0,29,89.5,440.026,1.9
2024,7,2,1,30,0,29,89.5,432.552,1.7
2024,7,2,1,40,0,29.7,89.2,452.46,1.8
2024,7,2,1,50,0,30.8,88.7,469.046,1.9
2024,7,2,2,0,0,31.3,88.5,494.71,1.9
2024,7,2,2,10,0,31.1,88.5,488.15,2
2024,7,2,2,20,0,31.1,88,468.152,2.1
2024,7,2,2,30,0,30,87.7,436.404,1.9
2024,7,2,2,40,0,29.4,87.5,412.39,1.7
2024,7,2,2,50,0,29.2,87.5,411.056,1.8
2024,7,2,3,0,0,29.1,87.5,410.164,1.8
2024,7,2,3,10,0,28.8,87.5,391.326,2
2024,7,2,3,20,0,29,87.5,392.036,1.8
2024,7,2,3,30,0,29.3,87.4,401.55,1.8
2024,7,2,3,40,0,30,87.2,413.22,2
2024,7,2,3,50,0,29.7,87.5,405.226,2.1
2024,7,2,4,0,0,29.3,87.5,398.106,1.9
2024,7,2,4,10,0,29.6,87.4,385.442,2.1
2024,7,2,4,20,0,30.1,87.3,391.352,2.1
2024,7,2,4,30,0,31,86.5,411.974,2.2
2024,7,2,4,40,0,31.7,86.5,428.12,2.2
2024,7,2,4,50,0,32.1,86,440.95,2.8
2024,7,2,5,0,0,32.9,85.5,457.9,3.1
2024,7,2,5,10,0,33.7,85.5,472.448,3
2024,7,2,5,20,0,34,85.5,467.612,2.9
2024,7,2,5,30,0,34.6,85.5,463.906,2.8
2024,7,2,5,40,0,35.2,84.8,471.664,2.7
2024,7,2,5,50,0,34.6,84.5,447.86,3.3
2024,7,2,6,0,0,34.2,84.5,436.676,3
2024,7,2,6,10,0,35,84.5,445.116,3.1
2024,7,2,6,20,0,35,84.5,443.318,3
2024,7,2,6,30,0,34.8,84.6,434.542,2.8
2024,7,2,6,40,0,34.5,85.1,421.206,2.9
2024,7,2,6,50,0,33.4,85.8,413.86,2.9
2024,7,2,7,0,0,32,86.5,393.29,3
2024,7,2,7,10,0,31.6,87.4,395.142,3.4
2024,7,2,7,20,0,32.1,88,402.068,4.1
2024,7,2,7,30,0,33,88.5,420.83,4.6
2024,7,2,7,40,0,33.5,88.7,406.956,4.5
2024,7,2,7,50,0,32.2,89.6,367.448,4.3
2024,7,2,8,0,0,30.5,89.9,342.996,4.5
2024,7,2,8,10,0,30.6,91.4,332.994,4.3
2024,7,2,8,20,0,28.9,92.7,317.646,4.3
2024,7,2,8,30,0,27.9,93.7,301.588,3.9
2024,7,2,8,40,0,26.8,94.7,283.628,3.5
2024,7,2,8,50,0,26.8,95.7,267.764,3.8
2024,7,2,9,0,0,25.6,96.9,255.81,3.5
2024,7,2,9,10,0,25,98,232.642,4
2024,7,2,9,20,0,24,98.9,213.35,3.5
2024,7,2,9,30,0,22.3,100.2,186.528,3.2
2024,7,2,9,40,0,21.1,100.9,158.682,2.9
2024,7,2,9,50,0,20.2,101.6,129.394,2.8
2024,7,2,10,0,0,19.3,102.5,93.862,2.5
2024,7,2,10,10,0,18.7,103.5,61.64,2.7
2024,7,2,10,20,0,18.4,104.4,52.498,2.8
2024,7,2,10,30,0,16.7,105.1,52.158,2.2
2024,7,2,10,40,0,16.4,105.5,50.888,2.2
2024,7,2,10,50,0,16.5,106.3,56.18,2
2024,7,2,11,0,0,15.9,106.8,52.072,2
2024,7,2,11,10,0,15.5,107.5,51.992,2.1
2024,7,2,11,20,0,15.3,107.7,51.65,2.1
2024,7,2,11,30,0,14.7,108.5,54.022,2.1
2024,7,2,11,40,0,14.5,108.7,51.014,2.1
2024,7,2,11,50,0,14.7,109.5,54.812,2.2
2024,7,2,12,0,0,14.3,110.1,52.25,2.2
2024,7,2,12,10,0,14.4,110.7,55.942,2
2024,7,2,12,20,0,13.9,111.5,55.658,2.1
2024,7,2,12,30,0,13.2,111.5,58.452,1.9
2024,7,2,12,40,0,12.7,112.5,65.288,1.8
2024,7,2,12,50,0,12,112.8,78.368,1.6
2024,7,2,13,0,0,11.6,113.5,85.93,1.7
2024,7,2,13,10,0,11.7,114.4,90.476,1.6
2024,7,2,13,20,0,11.8,114.3,82.13,1.7
2024,7,2,13,30,0,11.6,114.7,74.73,1.7
2024,7,2,13,40,0,11.5,114.8,56.532,1.7
2024,7,2,13,50,0,11.7,114.9,53.82,1.7
2024,7,2,14,0,0,11.5,115.4,52.546,1.8
2024,7,2,14,10,0,11.7,116,62.68,1.8
2024,7,2,14,20,0,12,116.1,53.214,1.9
2024,7,2,14,30,0,11.9,116.6,58.036,1.8
2024,7,2,14,40,0,11.9,117.2,66.792,1.8
2024,7,2,14,50,0,11.2,117.6,68.47,1.8
2024,7,2,15,0,0,11.3,118.5,60.56,1.8
2024,7,2,15,10,0,11,118.5,55.076,1.8
2024,7,2,15,20,0,11.3,118.5,53.35,1.8
2024,7,2,15,30,0,11.3,118.5,59.62,2
2024,7,2,15,40,0,11.9,119.2,53.608,2
2024,7,2,15,50,0,11.4,119.5,60.118,1.8
2024,7,2,16,0,0,10.6,119.4,70.418,1.7
2024,7,2,16,10,0,10.7,119.1,83.296,1.6
2024,7,2,16,20,0,11,118.7,61.736,1.6
2024,7,2,16,30,0,11.5,118.9,67.954,1.6
2024,7,2,16,40,0,12,118.6,54.87,1.7
2024,7,2,16,50,0,12,118.5,53.182,1.7
2024,7,2,17,0,0,11.2,118.4,73.828,1.5
2024,7,2,17,10,0,12,117.7,86.39,1.6
2024,7,2,17,20,0,12.9,117.5,73.876,1.7
2024,7,2,17,30,0,13.25,117.5,63.997,1.9
2024,7,2,17,40,0,13.4,116.6,53.623,1.8
2024,7,2,17,50,0,13,116.5,54.496,1.7
2024,7,2,18,0,0,13.2,116.3,58.614,1.8
2024,7,2,18,10,0,13.6,115.7,57.754,1.9
2024,7,2,18,20,0,14.3,115.5,55.614,2
2024,7,2,18,30,0,14.9,114.5,52.73,1.9
2024,7,2,18,40,0,15.7,113.9,61.87,2
2024,7,2,18,50,0,16.3,113.3,102.184,1.9
2024,7,2,19,0,0,16.6,112.5,125.426,1.9
2024,7,2,19,10,0,17.1,111.5,147.714,1.8
2024,7,2,19,20,0,18,110.9,174.838,2
2024,7,2,19,30,0,19.1,109.7,150.534,1.9
2024,7,2,19,40,0,20.1,108.9,121.858,2.1
2024,7,2,19,50,0,21.2,107.7,120.182,2.2
2024,7,2,20,0,0,22,106.9,114.444,2.5
2024,7,2,20,10,0,23,105.9,111.656,2.3
2024,7,2,20,20,0,23.3,104.9,123.57,2.3
2024,7,2,20,30,0,24,104.1,121.82,2.3
2024,7,2,20,40,0,24,103.5,124.588,2.4
2024,7,2,20,50,0,24.7,102.5,131.094,3.4
2024,7,2,21,0,0,25,102.2,136.542,3.7
2024,7,2,21,10,0,25,101.5,126.962,2.8
2024,7,2,21,20,0,25.7,100.9,123.624,2.5
2024,7,2,21,30,0,25.7,100.5,126.704,2.7
2024,7,2,21,40,0,25.6,100.5,112.782,2.9
2024,7,2,21,50,0,26,99.6,119.4,3
2024,7,2,22,0,0,26,99.5,146.872,3.1
2024,7,2,22,10,0,26.6,99.5,192.64,3.2
2024,7,2,22,20,0,27,98.9,242.8,3.3
2024,7,2,22,30,0,27,98.5,293.072,3.2
2024,7,2,22,40,0,27.3,98.1,318.484,3.2
2024,7,2,22,50,0,28,97.5,339.538,3.5
2024,7,2,23,0,0,28.7,96.9,362.484,5.1
2024,7,2,23,10,0,29,96.5,407.474,8.9
2024,7,2,23,20,0,29,96.1,427.432,5.9
2024,7,2,23,30,0,28.6,95.5,416.504,3.9
2024,7,2,23,40,0,27.5,95.5,427.192,3.5
2024,7,2,23,50,0,27.2,95.5,446.906,3.4
2024,7,3,0,0,0,27,95.1,467.576,3.3
2024,7,3,0,10,0,26.9,94.5,468.64,3.3
2024,7,3,0,20,0,26.5,94.5,494.644,3.2
2024,7,3,0,30,0,26.7,94.5,507.27,3.3
2024,7,3,0,40,0,26.7,94.2,505.162,3.4
2024,7,3,0,50,0,26.5,93.7,514.096,3.1
2024,7,3,1,0,0,26,93.5,512.914,3
2024,7,3,1,10,0,25.9,93,498.762,3
2024,7,3,1,20,0,26.1,92.5,488.206,3
2024,7,3,1,30,0,26.2,92.5,498.004,3.1
2024,7,3,1,40,0,26.8,92,509.088,3.2
2024,7,3,1,50,0,27.2,91.5,534.974,3.3
2024,7,3,2,0,0,27.6,91.5,561.956,3.4
2024,7,3,2,10,0,28,90.5,588.476,3.4
2024,7,3,2,20,0,28.2,90.5,580.896,3.5
2024,7,3,2,30,0,28.4,90.5,581.32,3.4
2024,7,3,2,40,0,28.5,89.5,576.1,3.3
2024,7,3,2,50,0,28.6,89.9,567.796,3.4
2024,7,3,3,0,0,28.7,90.1,556.654,3.7
2024,7,3,3,10,0,28.8,89.6,553.83,3.5
2024,7,3,3,20,0,29.1,89.5,569.226,3.3
2024,7,3,3,30,0,29.3,89.4,579.758,3.5
2024,7,3,3,40,0,30.3,88.5,584.152,3.5
2024,7,3,3,50,0,32.3,88.5,607.698,3.4
2024,7,3,4,0,0,32.1,88.5,588.846,3.7
2024,7,3,4,10,0,30.5,88.2,529.228,3.8
2024,7,3,4,20,0,30.1,87.8,487.456,3.9
2024,7,3,4,30,0,30.8,87.5,495.408,3.7
2024,7,3,4,40,0,31.3,87.5,505.616,4
2024,7,3,4,50,0,32.4,87.5,523.384,4
2024,7,3,5,0,0,33.4,87.5,535.788,4.4
2024,7,3,5,10,0,33,86.5,558.188,3.9
2024,7,3,5,20,0,33.7,86.5,575.844,4
2024,7,3,5,30,0,34,86.5,581.256,4.4
2024,7,3,5,40,0,34.6,86.5,577.664,5
2024,7,3,5,50,0,35.4,86.1,572.436,5.7
2024,7,3,6,0,0,36.5,86,580.39,6.4
2024,7,3,6,10,0,37.3,85.6,590.968,6.9
2024,7,3,6,20,0,35.3,85.9,548.75,6
2024,7,3,6,30,0,34.6,86.5,530.298,5.5
2024,7,3,6,40,0,33.2,86.5,515.01,5.8
2024,7,3,6,50,0,32.9,87.2,504.972,6.2
2024,7,3,7,0,0,31.3,87.6,490.46,6.2
2024,7,3,7,10,0,30.9,88.7,480.974,6
2024,7,3,7,20,0,30,89.5,466.888,6.3
2024,7,3,7,30,0,29.1,90.3,451.294,6.2
2024,7,3,7,40,0,28,91.7,451.808,6.6
2024,7,3,7,50,0,26.9,92.5,437.286,6.3
2024,7,3,8,0,0,26.625,93.5,435.155,6
2024,7,3,8,10,0,26.125,94.625,441.743,8
2024,7,3,8,20,0,25.5,95.2,418.798,6.5
2024,7,3,8,30,0,26.125,96,408.905,6.9
2024,7,3,8,40,0,25.5,96.5,409.623,6.3
2024,7,3,8,50,0,25.1,96.6,364.074,6.4
2024,7,3,9,0,0,23.9,97.8,320.32,6.1
2024,7,3,9,10,0,23.2,98.5,279.088,6.1
2024,7,3,9,20,0,22.8,99.3,228.334,5.9
2024,7,3,9,30,0,22.5,99.5,191.856,5.9
2024,7,3,9,40,0,22.2,100.1,157.668,5.9
2024,7,3,9,50,0,21.9,100.9,117.932,5.7
2024,7,3,10,0,0,20.9,101.5,70.072,5.5
2024,7,3,10,10,0,19,102.3,50.476,5.2
2024,7,3,10,20,0,18.8,102.7,50,5.2
2024,7,3,10,30,0,19.2,103.8,55.096,5.2
2024,7,3,10,40,0,17.9,105.3,65.822,4.8
2024,7,3,10,50,0,16.5,106.5,69.388,4.8
2024,7,3,11,0,0,16,107.1,50.864,4.4
2024,7,3,11,10,0,15.4,107.5,50,4
2024,7,3,11,20,0,14.5,109.1,67.546,3.6
2024,7,3,11,30,0,14.6,110.1,85.656,3.8
2024,7,3,11,40,0,13.9,110.5,93.586,3.6
2024,7,3,11,50,0,14.8,111.3,110.06,3.8
2024,7,3,12,0,0,13.8,112,121.874,3.7
2024,7,3,12,10,0,13.7,112.5,113.18,3.7
2024,7,3,12,20,0,13.5,113.5,115.126,3.7
2024,7,3,12,30,0,13.6,113.7,111.64,3.8
2024,7,3,12,40,0,13.1,114.5,108.976,4.6
2024,7,3,12,50,0,12.4,115.5,108.482,6.8
2024,7,3,13,0,0,12.1,115.5,109.672,7.5
2024,7,3,13,10,0,11.9,116.5,130.632,7.4
2024,7,3,13,20,0,11.6,116.9,134.802,6.7
2024,7,3,13,30,0,10.9,117.1,129.302,4.8
2024,7,3,13,40,0,11.6,117.4,96.198,4.8
2024,7,3,13,50,0,12.5,117.5,60.692,5.3
2024,7,3,14,0,0,13,118.3,56.402,5.3
2024,7,3,14,10,0,12.9,118.7,64.162,4.6
2024,7,3,14,20,0,12,119.1,71.468,4.4
2024,7,3,14,30,0,11.8,119.5,68.436,4.5
2024,7,3,14,40,0,10.8,119.9,67.456,4.7
2024,7,3,14,50,0,10.4,120.5,77.124,5.2
2024,7,3,15,0,0,10.4,120.9,65.938,5.5
2024,7,3,15,10,0,10,121.5,79.54,6.2
2024,7,3,15,20,0,10.6,121.5,79.862,6.2
2024,7,3,15,30,0,10.7,122.2,75.792,6.5
2024,7,3,15,40,0,11,121.7,77.808,6.9
2024,7,3,15,50,0,10.6,122.5,79.362,7
2024,7,3,16,0,0,10.2,122.5,85.828,6.9
2024,7,3,16,10,0,10,122.5,103.986,7.2
2024,7,3,16,20,0,9.2,122.2,90.298,7.4
2024,7,3,16,30,0,8.7,122.5,152.96,8.2
2024,7,3,16,40,0,8.7,122.4,187.392,8.5
2024,7,3,16,50,0,8.7,122.2,205.76,7.8
2024,7,3,17,0,0,9.9,121.5,197.536,9.2
2024,7,3,17,10,0,10.2,121.5,187.414,9.7
2024,7,3,17,20,0,11,121.3,154.208,9.8
2024,7,3,17,30,0,11.6,120.5,164.436,9
2024,7,3,17,40,0,11.9,120,184.154,8.3
2024,7,3,17,50,0,11.8,119.5,179.7,8.2
2024,7,3,18,0,0,12.4,118.7,189.216,8.1
2024,7,3,18,10,0,12.6,117.9,186.974,8.1
2024,7,3,18,20,0,12.7,117.4,209.92,8
2024,7,3,18,30,0,12.5,116.7,225.606,7.9
2024,7,3,18,40,0,12.9,115.5,233.624,7.5
2024,7,3,18,50,0,13.5,114.9,236.136,7.4
2024,7,3,19,0,0,14.3,114.3,238.138,7
2024,7,3,19,10,0,15.1,113.2,224.828,7.3
2024,7,3,19,20,0,16.1,112.4,202.018,7.5
2024,7,3,19,30,0,16.8,111.4,203.296,7.6
2024,7,3,19,40,0,18.1,110.3,205.516,8.4
2024,7,3,19,50,0,19.8,109.5,210.116,9.1
2024,7,3,20,0,0,21.6,108.3,220.01,9
2024,7,3,20,10,0,22.8,107.5,240.252,9.3
2024,7,3,20,20,0,24.4,106.6,283.5,9.7
2024,7,3,20,30,0,25,106.1,314.894,10.3
2024,7,3,20,40,0,25.5,105,377.51,10.6
2024,7,3,20,50,0,24.6,104.6,387.254,11.3
2024,7,3,21,0,0,24.2,104.3,378.412,11.3
2024,7,3,21,10,0,24.8,103.5,401.694,12
2024,7,3,21,20,0,26,102.6,431.972,14.4
2024,7,3,21,30,0,25.3,102.4,442.384,12.3
2024,7,3,21,40,0,24.1,101.5,405.91,11.3
2024,7,3,21,50,0,24,101.5,385.734,10.8
2024,7,3,22,0,0,24,101.3,401.068,10.4
2024,7,3,22,10,0,24.4,100.6,394.558,10.5
2024,7,3,22,20,0,24.6,100.5,415.77,10.7
2024,7,3,22,30,0,24.5,100.5,423.002,10.8
2024,7,3,22,40,0,24.7,99.8,429.956,10.8
2024,7,3,22,50,0,25.2,99.5,426.856,10.5
2024,7,3,23,0,0,25.2,98.9,434.692,10.7
2024,7,3,23,10,0,25.3,98.5,445.312,10.5
2024,7,3,23,20,0,25.7,98.2,451.038,10.5
2024,7,3,23,30,0,25.7,97.7,470.992,10.7
2024,7,3,23,40,0,26,97.5,499.35,10.8
2024,7,3,23,50,0,25.9,96.9,499.676,11.5
2024,7,4,0,0,0,26.3,96.5,501.006,11.9
2024,7,4,0,10,0,27.6,95.9,533.392,10.9
2024,7,4,0,20,0,28.5,95.5,557.288,11.1
2024,7,4,0,30,0,28.6,95.3,559.818,10.7
2024,7,4,0,40,0,28.7,94.5,547.37,11
2024,7,4,0,50,0,28.9,94.5,552.636,11.2
2024,7,4,1,0,0,28.4,94.5,529.2,11.5
2024,7,4,1,10,0,27.9,93.9,503.424,11.9
2024,7,4,1,20,0,27.1,93.7,469.7,12.1
2024,7,4,1,30,0,26.9,93.6,442.96,12.2
2024,7,4,1,40,0,27.1,93.6,442.038,12.8
2024,7,4,1,50,0,27.5,93.5,444.934,12.9
2024,7,4,2,0,0,27.8,93.5,465.338,12.6
2024,7,4,2,10,0,27.8,93.1,450.958,12.6
2024,7,4,2,20,0,28.6,92.6,489.486,12.8
2024,7,4,2,30,0,29.8,92.4,515.684,13.1
2024,7,4,2,40,0,29.7,91.7,507.618,12.9
2024,7,4,2,50,0,30.1,91.5,531.146,12.7
2024,7,4,3,0,0,30.6,91.5,555.924,13.5
2024,7,4,3,10,0,30.8,91.5,548.946,13.4
2024,7,4,3,20,0,31.2,91.3,577.814,13.3
2024,7,4,3,30,0,32,90.7,582.324,14.7
2024,7,4,3,40,0,33,90.5,598.024,14.8
2024,7,4,3,50,0,33,90.5,590.37,14
2024,7,4,4,0,0,33,90,582.266,13.1
2024,7,4,4,10,0,33.6,89.5,572.31,13.4
2024,7,4,4,20,0,33.3,89.5,565.984,13.5
2024,7,4,4,30,0,32.9,89.5,554.516,14.4
2024,7,4,4,40,0,32,89.5,543.322,15.2
2024,7,4,4,50,0,32,89.5,531.49,13.9
2024,7,4,5,0,0,32,89.5,525.562,14.3
2024,7,4,5,10,0,32.5,89.5,542.44,15.1
2024,7,4,5,20,0,33,88.5,552.484,15.5
2024,7,4,5,30,0,33.2,88.5,537.53,15.2
2024,7,4,5,40,0,33.7,88.5,537.852,15
2024,7,4,5,50,0,34,88.5,549.766,15.7
2024,7,4,6,0,0,34,87.7,571.084,16.2
2024,7,4,6,10,0,34.5,87.5,565.364,15.7
2024,7,4,6,20,0,34,87.5,526.448,14.8
2024,7,4,6,30,0,33.9,87.7,507.102,13.9
2024,7,4,6,40,0,33.2,88.5,495.752,14.5
2024,7,4,6,50,0,33.1,88.7,486.204,14.2
2024,7,4,7,0,0,32.6,89.5,485.212,14.1
2024,7,4,7,10,0,31.9,90.1,473.192,14.9
2024,7,4,7,20,0,31.7,90.8,463.428,14.7
2024,7,4,7,30,0,32,91.6,449.06,13.7
2024,7,4,7,40,0,30.3,92.3,428.226,14.6
2024,7,4,7,50,0,29,93.4,407.66,13.6
2024,7,4,8,0,0,27.8,94.7,396.714,12.6
2024,7,4,8,10,0,25.9,95.6,367.792,11.6
2024,7,4,8,20,0,25,96.6,345.776,18.4
2024,7,4,8,30,0,24.6,97.5,327.114,11.6
2024,7,4,8,40,0,24.6,98.5,315.8,13
2024,7,4,8,50,0,24.5,99.4,308.15,12.9
2024,7,4,9,0,0,24,100.4,280.682,13
2024,7,4,9,10,0,24,100.9,259.468,14.7
2024,7,4,9,20,0,24,101.6,235.82,13.4
2024,7,4,9,30,0,23.7,102.3,203.738,13.4
2024,7,4,9,40,0,23.5,103,179.708,13.8
2024,7,4,9,50,0,23,103.9,143.06,13.8
